Expected Annual Damage,Dike Investment Costs,RfR Investment Costs
736041842.2640744,149184888.60441038,0
78998344.98128831,149184888.60441038,0
138136980.5584536,149184888.60441038,0
7199463.033276301,149184888.60441038,0
171518790.27959967,149184888.60441038,0
245430840.18362325,149184888.60441038,0
175812005.53125262,149184888.60441038,0
2372482568.139116,149184888.60441038,0
977280151.463916,149184888.60441038,0
15304446.865623642,149184888.60441038,0
47943742.80407475,149184888.60441038,0
31122913.42576203,149184888.60441038,0
17529678.30666443,149184888.60441038,0
48654738.61837891,149184888.60441038,0
1024965966.3857505,149184888.60441038,0
65412707.56805487,149184888.60441038,0
15999191.574119031,149184888.60441038,0
35437648.420177944,149184888.60441038,0
296501901.08045447,149184888.60441038,0
22560291.028484218,149184888.60441038,0
43166309.333043724,149184888.60441038,0
368503669.2759148,149184888.60441038,0
396854977.4012273,149184888.60441038,0
9687444.170326544,149184888.60441038,0
64485285.798319176,149184888.60441038,0
68720661.99928008,149184888.60441038,0
1434024445.495453,149184888.60441038,0
884770296.8494797,149184888.60441038,0
227576956.5009752,149184888.60441038,0
109414168.0038102,149184888.60441038,0
49423543.350287914,149184888.60441038,0
3064998957.9866123,149184888.60441038,0
3031823749.504151,149184888.60441038,0
246706650.5478011,149184888.60441038,0
51764564.284894824,149184888.60441038,0
265116069.37006873,149184888.60441038,0
91805560.20154876,149184888.60441038,0
173581122.0364999,149184888.60441038,0
86630894.76421352,149184888.60441038,0
1455141518.1382225,149184888.60441038,0
38550947.13142729,149184888.60441038,0
2132138954.0852156,149184888.60441038,0
101569537.11615889,149184888.60441038,0
0.0,149184888.60441038,0
1877867338.9262626,149184888.60441038,0
60317822.17519529,149184888.60441038,0
1943015730.604416,149184888.60441038,0
141095839.6375413,149184888.60441038,0
8057665.599553019,149184888.60441038,0
72097552.86959243,149184888.60441038,0
1728476402.021711,149184888.60441038,0
1576197483.7056177,149184888.60441038,0
36341452.75652771,149184888.60441038,0
224197120.30736253,149184888.60441038,0
3403826753.7055335,149184888.60441038,0
101281766.71984458,149184888.60441038,0
2737450097.9042616,149184888.60441038,0
464271869.008079,149184888.60441038,0
74477525.42999788,149184888.60441038,0
61768171.981052406,149184888.60441038,0
9139394.814069923,149184888.60441038,0
7767397.546111568,149184888.60441038,0
1834269617.1797574,149184888.60441038,0
40872499.25528334,149184888.60441038,0
522095696.7767991,149184888.60441038,0
0.0,149184888.60441038,0
419144454.28903127,149184888.60441038,0
2847182482.6295466,149184888.60441038,0
5116507977.951677,149184888.60441038,0
81869724.9797966,149184888.60441038,0
38752347.809229374,149184888.60441038,0
92877453.69818214,149184888.60441038,0
52720558.84449205,149184888.60441038,0
350771123.81704307,149184888.60441038,0
2724231154.173372,149184888.60441038,0
39628800.62747145,149184888.60441038,0
556781704.6202903,149184888.60441038,0
1009983447.4914291,149184888.60441038,0
358233701.74639744,149184888.60441038,0
96139266.26175734,149184888.60441038,0
221334587.64427194,149184888.60441038,0
63660138.64095116,149184888.60441038,0
181935572.64005637,149184888.60441038,0
239921627.6161439,149184888.60441038,0
26526399.56316456,149184888.60441038,0
197393001.03204745,149184888.60441038,0
137963451.04793844,149184888.60441038,0
183561321.60668534,149184888.60441038,0
256083887.40066993,149184888.60441038,0
1467827350.0468197,149184888.60441038,0
781421514.305239,149184888.60441038,0
65569908.28760499,149184888.60441038,0
2517638600.3836384,149184888.60441038,0
2622521046.900138,149184888.60441038,0
95241336.0477193,149184888.60441038,0
14021312.575772045,149184888.60441038,0
22864952.433094382,149184888.60441038,0
2396081644.43945,149184888.60441038,0
2545245794.5583396,149184888.60441038,0
114924255.28376654,149184888.60441038,0
12304041.610517628,149184888.60441038,0
244570539.19444355,149184888.60441038,0
143683326.7907806,149184888.60441038,0
358248653.3477246,149184888.60441038,0
11867472.741834335,149184888.60441038,0
402539779.0412732,149184888.60441038,0
9239300.762607139,149184888.60441038,0
402676482.7623448,149184888.60441038,0
658281004.9221387,149184888.60441038,0
2840886053.9781637,149184888.60441038,0
35001052.33771015,149184888.60441038,0
14216647.184283845,149184888.60441038,0
110060680.68616168,149184888.60441038,0
53410332.30566676,149184888.60441038,0
11545739.608636485,149184888.60441038,0
171408479.5385696,149184888.60441038,0
3737153.2961857314,149184888.60441038,0
2910283520.0036025,149184888.60441038,0
160035814.6129387,149184888.60441038,0
84885347.51550569,149184888.60441038,0
2835813207.258278,149184888.60441038,0
93043295.71081947,149184888.60441038,0
116490586.13921735,149184888.60441038,0
859476469.1979698,149184888.60441038,0
1231600571.5288725,149184888.60441038,0
46686607.085532784,149184888.60441038,0
7979000.014143134,149184888.60441038,0
121814264.63237147,149184888.60441038,0
296919655.4446375,149184888.60441038,0
89379807.16988766,149184888.60441038,0
51169959.91196189,149184888.60441038,0
2369309754.116051,149184888.60441038,0
260864575.10934362,149184888.60441038,0
45242762.33793378,149184888.60441038,0
6593358.336503295,149184888.60441038,0
2054153233.891439,149184888.60441038,0
100769011.29767658,149184888.60441038,0
50293662.70104813,149184888.60441038,0
14077236.99408577,149184888.60441038,0
19314473.52123467,149184888.60441038,0
159133989.06841388,149184888.60441038,0
203917706.70679492,149184888.60441038,0
197185073.77712315,149184888.60441038,0
13338597.400157271,149184888.60441038,0
2970340590.988515,149184888.60441038,0
1033791217.2030221,149184888.60441038,0
517824378.21878266,149184888.60441038,0
110987409.54756656,149184888.60441038,0
9143594.979498755,149184888.60441038,0
0.0,149184888.60441038,0
208869264.89927408,149184888.60441038,0
2644103983.7244525,149184888.60441038,0
25352865.397167113,149184888.60441038,0
2921149747.5610905,149184888.60441038,0
928031895.3304747,149184888.60441038,0
33758402.49581711,149184888.60441038,0
366496324.56591016,149184888.60441038,0
20818509.130263396,149184888.60441038,0
85099865.1323843,149184888.60441038,0
13354216.393456103,149184888.60441038,0
48538088.89726568,149184888.60441038,0
288768010.120666,149184888.60441038,0
709193789.9710305,149184888.60441038,0
70843279.26070744,149184888.60441038,0
162747422.67695034,149184888.60441038,0
3547692327.6727915,149184888.60441038,0
17508636.40770616,149184888.60441038,0
173684046.2203671,149184888.60441038,0
16612057.703724673,149184888.60441038,0
305964172.6175579,149184888.60441038,0
622191189.8331146,149184888.60441038,0
159651670.36054307,149184888.60441038,0
156153424.9254611,149184888.60441038,0
2496356971.3348217,149184888.60441038,0
1011435900.7099588,149184888.60441038,0
22975773.405769728,149184888.60441038,0
1745671026.4547331,149184888.60441038,0
30635893.335833985,149184888.60441038,0
135896517.21071583,149184888.60441038,0
12332195.882489478,149184888.60441038,0
1384344019.9583678,149184888.60441038,0
569438816.7576282,149184888.60441038,0
1920156292.5370116,149184888.60441038,0
151906535.12170756,149184888.60441038,0
805572253.8892176,149184888.60441038,0
2747368768.064773,149184888.60441038,0
176903312.79311296,149184888.60441038,0
3019355838.004046,149184888.60441038,0
2827876410.2860575,149184888.60441038,0
2533251661.887938,149184888.60441038,0
1207487771.640537,149184888.60441038,0
175605440.7035785,149184888.60441038,0
31973675.249769434,149184888.60441038,0
5785385.7857687455,149184888.60441038,0
85534834.42095008,149184888.60441038,0
0.0,149184888.60441038,0
2889130727.2725444,149184888.60441038,0
37992329.72771488,149184888.60441038,0
61146878.683648854,149184888.60441038,0
3003638112.39681,149184888.60441038,0
744942261.6754624,149184888.60441038,0
7824767.419384585,149184888.60441038,0
919255706.3097161,149184888.60441038,0
3404512032.3116703,149184888.60441038,0
88482447.8374995,149184888.60441038,0
2038230080.302272,149184888.60441038,0
2975944533.3202457,149184888.60441038,0
602486771.1842847,149184888.60441038,0
12171036.797293447,149184888.60441038,0
334788833.19939595,149184888.60441038,0
357805774.1082364,149184888.60441038,0
363272815.1067048,149184888.60441038,0
20716305.111501653,149184888.60441038,0
3113454.3246402266,149184888.60441038,0
1743896.8169270707,149184888.60441038,0
30422221.30879312,149184888.60441038,0
133954451.14543515,149184888.60441038,0
140347717.89885145,149184888.60441038,0
126764943.06085257,149184888.60441038,0
179748872.2416538,149184888.60441038,0
168271639.60591105,149184888.60441038,0
212204941.00445986,149184888.60441038,0
504501599.5041019,149184888.60441038,0
345018262.00392836,149184888.60441038,0
12786699.978475152,149184888.60441038,0
51235372.511605784,149184888.60441038,0
194854296.63077307,149184888.60441038,0
150608079.45103258,149184888.60441038,0
2847797199.7623806,149184888.60441038,0
2752671443.922489,149184888.60441038,0
3081957980.4886713,149184888.60441038,0
4343742.422629305,149184888.60441038,0
360869405.73933274,149184888.60441038,0
38250487.16401535,149184888.60441038,0
3403902621.149071,149184888.60441038,0
17919490.615048636,149184888.60441038,0
1636875100.4779038,149184888.60441038,0
208229272.4568469,149184888.60441038,0
57077057.61327642,149184888.60441038,0
157017846.28419802,149184888.60441038,0
217497881.24858126,149184888.60441038,0
342175584.1800869,149184888.60441038,0
210986483.87372896,149184888.60441038,0
3074362400.1545424,149184888.60441038,0
112816670.68442185,149184888.60441038,0
1260336418.2682214,149184888.60441038,0
22884481.679392256,149184888.60441038,0
108632001.68687864,149184888.60441038,0
98530598.51581824,149184888.60441038,0
9664857.601547968,149184888.60441038,0
21304932.16958593,149184888.60441038,0
124243764.4340541,149184888.60441038,0
0.0,149184888.60441038,0
2032407619.132759,149184888.60441038,0
2756328799.5136633,149184888.60441038,0
174636341.34997684,149184888.60441038,0
724957148.8337138,149184888.60441038,0
492617686.8711596,149184888.60441038,0
100492950.73001315,149184888.60441038,0
38169789.16180394,149184888.60441038,0
21061660.453244023,149184888.60441038,0
16744227.060086785,149184888.60441038,0
4024250490.9943447,149184888.60441038,0
52795028.1879954,149184888.60441038,0
6969311.042304868,149184888.60441038,0
2362000851.8239446,149184888.60441038,0
221323628.9821128,149184888.60441038,0
389485991.84529626,149184888.60441038,0
3741937977.150596,149184888.60441038,0
5740344.385251978,149184888.60441038,0
29957835.35319353,149184888.60441038,0
2819697991.89349,149184888.60441038,0
2696914061.279816,149184888.60441038,0
33923930.102806404,149184888.60441038,0
3251127337.3012495,149184888.60441038,0
31571255.761963412,149184888.60441038,0
45570404.65430732,149184888.60441038,0
2195165.904638285,149184888.60441038,0
101779689.6669803,149184888.60441038,0
230589671.71239376,149184888.60441038,0
1134254642.1427789,149184888.60441038,0
57290505.197140455,149184888.60441038,0
2857634989.4680843,149184888.60441038,0
3049362365.1368036,149184888.60441038,0
274695108.9214015,149184888.60441038,0
109445577.72624803,149184888.60441038,0
68606631.17541994,149184888.60441038,0
40873157.92376996,149184888.60441038,0
53821275.604514554,149184888.60441038,0
317970376.55613947,149184888.60441038,0
252881118.486076,149184888.60441038,0
1355227894.6488347,149184888.60441038,0
233691166.0210331,149184888.60441038,0
65027635.40845198,149184888.60441038,0
83785541.77894296,149184888.60441038,0
446380674.8063704,149184888.60441038,0
172945473.6452223,149184888.60441038,0
81431159.7154595,149184888.60441038,0
21596843.85016423,149184888.60441038,0
56945699.93099022,149184888.60441038,0
40222366.20948146,149184888.60441038,0
319662049.9232229,149184888.60441038,0
196706136.05978316,149184888.60441038,0
3188488040.547273,149184888.60441038,0
470034090.572664,149184888.60441038,0
141423754.4978399,149184888.60441038,0
3126537572.264492,149184888.60441038,0
58600774.35255335,149184888.60441038,0
30061872.10490058,149184888.60441038,0
119677174.38259086,149184888.60441038,0
43265089.1191539,149184888.60441038,0
306417412.1160215,149184888.60441038,0
1224760060.532797,149184888.60441038,0
30498348.413282447,149184888.60441038,0
68648496.93314661,149184888.60441038,0
3384298052.184593,149184888.60441038,0
108921694.82464595,149184888.60441038,0
1167923599.4480534,149184888.60441038,0
4047723449.4994073,149184888.60441038,0
143117584.8020543,149184888.60441038,0
120473993.37876251,149184888.60441038,0
708592553.0739951,149184888.60441038,0
402999268.673661,149184888.60441038,0
1548760557.5716367,149184888.60441038,0
35618308.338565536,149184888.60441038,0
52477987.25668502,149184888.60441038,0
4934846.799454998,149184888.60441038,0
3451203471.798791,149184888.60441038,0
812590516.6669109,149184888.60441038,0
6736734.796476634,149184888.60441038,0
2900127835.462196,149184888.60441038,0
2525149187.5431585,149184888.60441038,0
989818086.0176741,149184888.60441038,0
2654227778.9049163,149184888.60441038,0
6362730.395708178,149184888.60441038,0
261400166.44360125,149184888.60441038,0
495543710.87383235,149184888.60441038,0
2723554869.7511625,149184888.60441038,0
136003456.92005152,149184888.60441038,0
50723576.98879811,149184888.60441038,0
0.0,149184888.60441038,0
387428615.7615439,149184888.60441038,0
118405471.19861743,149184888.60441038,0
2711929607.3371353,149184888.60441038,0
1291947057.9827075,149184888.60441038,0
5174903.951169837,149184888.60441038,0
477473146.32014567,149184888.60441038,0
214228490.09075558,149184888.60441038,0
1968782607.4695337,149184888.60441038,0
62071269.1731029,149184888.60441038,0
1247568.5099450625,149184888.60441038,0
17986959.15566034,149184888.60441038,0
41155883.919555075,149184888.60441038,0
54872388.60022634,149184888.60441038,0
29137163.848437563,149184888.60441038,0
20015690.027157057,149184888.60441038,0
337540563.07155466,149184888.60441038,0
288414385.66015816,149184888.60441038,0
5930667.758951139,149184888.60441038,0
324101289.2886075,149184888.60441038,0
122706777.21988094,149184888.60441038,0
113358556.00630173,149184888.60441038,0
2317685534.579067,149184888.60441038,0
10682399.96003899,149184888.60441038,0
476699523.52062005,149184888.60441038,0
86853913.69252977,149184888.60441038,0
199604540.59932715,149184888.60441038,0
492849423.15599024,149184888.60441038,0
132344853.57223731,149184888.60441038,0
57159487.77992545,149184888.60441038,0
46876909.341221526,149184888.60441038,0
224492840.77111736,149184888.60441038,0
19495771.566963166,149184888.60441038,0
29568244.05437744,149184888.60441038,0
4153084.4843985797,149184888.60441038,0
2835009858.9581814,149184888.60441038,0
154866871.51271752,149184888.60441038,0
74525440.3195838,149184888.60441038,0
578863538.7823617,149184888.60441038,0
201697983.1883235,149184888.60441038,0
3179293152.7512712,149184888.60441038,0
28352313.13846976,149184888.60441038,0
13457753.121651169,149184888.60441038,0
80274433.8889412,149184888.60441038,0
140723356.35874626,149184888.60441038,0
2377725312.969211,149184888.60441038,0
2066452218.5362165,149184888.60441038,0
132323953.54562262,149184888.60441038,0
1142835539.7831924,149184888.60441038,0
232516240.63211572,149184888.60441038,0
2946239513.781397,149184888.60441038,0
88884656.77722661,149184888.60441038,0
63804203.97934642,149184888.60441038,0
141116366.02676618,149184888.60441038,0
2879669553.3240533,149184888.60441038,0
74624035.96098046,149184888.60441038,0
9717452.601253066,149184888.60441038,0
3059904272.5438476,149184888.60441038,0
664038118.1937714,149184888.60441038,0
9306357.323274909,149184888.60441038,0
344637889.35749197,149184888.60441038,0
73963291.32587323,149184888.60441038,0
75423252.99189281,149184888.60441038,0
245836851.94510078,149184888.60441038,0
830558005.0469396,149184888.60441038,0
4606607.405499593,149184888.60441038,0
510073525.1412056,149184888.60441038,0
3390150309.2178226,149184888.60441038,0
3211652407.072092,149184888.60441038,0
80251057.69112486,149184888.60441038,0
165680916.94107497,149184888.60441038,0
7452381.417871799,149184888.60441038,0
2339211064.5056725,149184888.60441038,0
136803193.04386076,149184888.60441038,0
22325931.947602436,149184888.60441038,0
97089622.0207022,149184888.60441038,0
42207406.296617955,149184888.60441038,0
250937234.03916723,149184888.60441038,0
4955407.848117071,149184888.60441038,0
1916754494.1276264,149184888.60441038,0
69227363.20604877,149184888.60441038,0
116075782.07387924,149184888.60441038,0
2828753553.135049,149184888.60441038,0
154207321.3436455,149184888.60441038,0
2189406953.285679,149184888.60441038,0
2528083783.8769994,149184888.60441038,0
1831220317.6242988,149184888.60441038,0
202231427.9011692,149184888.60441038,0
115619955.95881145,149184888.60441038,0
111700957.79802912,149184888.60441038,0
21428708.20950436,149184888.60441038,0
809086900.8927187,149184888.60441038,0
27503597.263593458,149184888.60441038,0
579441281.2331202,149184888.60441038,0
388994563.07767725,149184888.60441038,0
1174049159.394024,149184888.60441038,0
4500045.51765354,149184888.60441038,0
321267920.9223933,149184888.60441038,0
219759086.81132054,149184888.60441038,0
63122998.95632516,149184888.60441038,0
10076825.675229924,149184888.60441038,0
2702709077.155648,149184888.60441038,0
1002657165.8712327,149184888.60441038,0
507750641.9140635,149184888.60441038,0
60392899.519605845,149184888.60441038,0
14652811.267316472,149184888.60441038,0
109653499.83351004,149184888.60441038,0
302502086.4222842,149184888.60441038,0
156055719.231159,149184888.60441038,0
101546695.7956525,149184888.60441038,0
35481612.65117438,149184888.60441038,0
2556565440.6405334,149184888.60441038,0
400267005.3264192,149184888.60441038,0
39876395.717592835,149184888.60441038,0
635101485.3350222,149184888.60441038,0
14983194.762092542,149184888.60441038,0
3588097327.74343,149184888.60441038,0
263211421.25204015,149184888.60441038,0
309408680.08779335,149184888.60441038,0
564848421.5087552,149184888.60441038,0
187737635.07332548,149184888.60441038,0
7409944.235899565,149184888.60441038,0
763760031.3278298,149184888.60441038,0
177165848.89461118,149184888.60441038,0
164559606.36393642,149184888.60441038,0
0.0,149184888.60441038,0
100311433.36389263,149184888.60441038,0
81200502.90642494,149184888.60441038,0
90624094.88067913,149184888.60441038,0
56182642.21138649,149184888.60441038,0
276236490.8482964,149184888.60441038,0
1122614.6053774941,149184888.60441038,0
33509142.12204684,149184888.60441038,0
292417480.6474575,149184888.60441038,0
19451820.060588416,149184888.60441038,0
2154303.921717593,149184888.60441038,0
75574465.03421608,149184888.60441038,0
2802836919.9915547,149184888.60441038,0
0.0,149184888.60441038,0
110054276.65716287,149184888.60441038,0
105285527.57333294,149184888.60441038,0
83221459.47270079,149184888.60441038,0
67286564.37569237,149184888.60441038,0
348407330.8730824,149184888.60441038,0
244052755.77613565,149184888.60441038,0
188752354.14627656,149184888.60441038,0
230346624.31635854,149184888.60441038,0
1283577.181929272,149184888.60441038,0
58526780.90197255,149184888.60441038,0
305375484.4550578,149184888.60441038,0
41242953.437549226,149184888.60441038,0
24615481.49008339,149184888.60441038,0
599191681.4174376,149184888.60441038,0
58359997.76121026,149184888.60441038,0
405816081.86438155,149184888.60441038,0
625982795.7111301,149184888.60441038,0
15345438.765040316,149184888.60441038,0
124472639.85156442,149184888.60441038,0
102712168.31456466,149184888.60441038,0
2735315054.906726,149184888.60441038,0
15914977.606133254,149184888.60441038,0
749540377.5798955,149184888.60441038,0
593548916.4409829,149184888.60441038,0
49591989.220006585,149184888.60441038,0
934587035.2493485,149184888.60441038,0
235143880.139687,149184888.60441038,0
3709676810.3929796,149184888.60441038,0
536413650.8758161,149184888.60441038,0
14904522.940488243,149184888.60441038,0
97831883.38029894,149184888.60441038,0
118340204.45432428,149184888.60441038,0
188104099.56419787,149184888.60441038,0
107578033.00534347,149184888.60441038,0
141435687.1186731,149184888.60441038,0
28077386.792803656,149184888.60441038,0
3597587552.3172956,149184888.60441038,0
55569845.35704412,149184888.60441038,0
241302928.7881633,149184888.60441038,0
758614820.9933113,149184888.60441038,0
77393551.28551075,149184888.60441038,0
99064834.04260015,149184888.60441038,0
0.0,149184888.60441038,0
396040350.4682778,149184888.60441038,0
3072068821.143845,149184888.60441038,0
103980050.70295897,149184888.60441038,0
73426432.49021682,149184888.60441038,0
13215121.88444552,149184888.60441038,0
2272931303.774837,149184888.60441038,0
15808224.797166739,149184888.60441038,0
104481213.99161868,149184888.60441038,0
2846567712.103545,149184888.60441038,0
98179601.62844294,149184888.60441038,0
73481131.33615857,149184888.60441038,0
11959202.038713062,149184888.60441038,0
462387124.18873775,149184888.60441038,0
57968449.79790193,149184888.60441038,0
40581179.748143606,149184888.60441038,0
64623234.11278417,149184888.60441038,0
866720.0962792428,149184888.60441038,0
105096869.65990093,149184888.60441038,0
57138744.13724228,149184888.60441038,0
2854036918.286644,149184888.60441038,0
131991283.1491856,149184888.60441038,0
22671471.436360516,149184888.60441038,0
83984514.5400474,149184888.60441038,0
128727084.39819539,149184888.60441038,0
119333526.62246688,149184888.60441038,0
210146614.21637428,149184888.60441038,0
617218467.4261073,149184888.60441038,0
36160063.4695737,149184888.60441038,0
25769026.39038048,149184888.60441038,0
1051521301.8182863,149184888.60441038,0
47854200.326557115,149184888.60441038,0
95409957.74849907,149184888.60441038,0
88461918.50496162,149184888.60441038,0
89757462.14509061,149184888.60441038,0
3971009943.274547,149184888.60441038,0
266522686.40942734,149184888.60441038,0
490875243.82623744,149184888.60441038,0
39145143.19141898,149184888.60441038,0
75366463.91579565,149184888.60441038,0
69890983.90684971,149184888.60441038,0
13741863.936467186,149184888.60441038,0
244611639.629941,149184888.60441038,0
4547017.225193123,149184888.60441038,0
190814222.5808781,149184888.60441038,0
105853230.34732075,149184888.60441038,0
15048677.042747628,149184888.60441038,0
917520574.5192038,149184888.60441038,0
43528369.43360992,149184888.60441038,0
44613205.67335431,149184888.60441038,0
101113487.19024712,149184888.60441038,0
9210782.263031714,149184888.60441038,0
95933084.18692328,149184888.60441038,0
232172430.88542223,149184888.60441038,0
